"nro","latitud","longitud"
1160,-37.88,-53.94
1161,-37.87,-53.84
1162,-37.87,-53.86
1163,-37.94,-54.09
1164,-37.94,-54.05
1165,-37.94,-54.17
1166,-37.95,-54.14
1167,-36.74,-53.34
1168,-36.69,-53.37
1169,-36.64,-53.37
1170,-39.98,-55.96
1171,-39.97,-55.97
1172,-39.95,-55.95
1173,-39.98,-55.97
1174,-39.95,-55.94
1175,-39.92,-55.91
1176,-39.89,-55.89
1177,-36.55,-52.96
1178,-36.6,-52.98
1179,-36.39,-52.86
1180,-36.31,-52.78
1181,-37.21,-53.45
1182,-37.19,-53.58
1183,-37.21,-53.47
1184,-37.2,-53.61
1185,-37.2,-53.58
1186,-37.22,-53.43
1187,-37.2,-53.49
1188,-37.14,-53.55
1189,-37.21,-53.56
1190,-37.22,-53.41
1191,-37.22,-53.4
1192,-37.2,-53.59
1193,-37.18,-53.56
1194,-37.21,-53.45
1195,-37.19,-53.63
1196,-37.19,-53.65
1197,-37.9,-54.19
1198,-37.22,-53.45
1199,-37.21,-53.47
1200,-37.88,-54
1201,-38.01,-54.09
1202,-37.88,-54.06
1203,-37.89,-53.9
1204,-37.91,-54.18
1205,-38.01,-54.11
1206,-37.88,-54.06
1207,-37.9,-53.89
1208,-38.01,-54.12
1209,-37.88,-54.08
1210,-37.89,-53.92
1211,-38.01,-54.1
1212,-38.01,-54.08
1213,-37.87,-54.06
1214,-37.89,-53.83
1215,-37.88,-54
1216,-37.63,-53.68
1217,-37.6,-53.6
1218,-37.63,-53.68
1219,-37.62,-53.7
1220,-37.89,-53.84
1221,-37.89,-53.87
1222,-36.54,-52.97
1223,-36.54,-52.99
1224,-36.39,-52.86
1225,-36.55,-52.97
1226,-36.39,-52.96
1227,-36.31,-52.79
1228,-36.39,-52.85
1229,-36.36,-52.75
1230,-36.32,-52.79
1231,-36.85,-53.34
1232,-37.01,-53.36
1233,-37.03,-53.33
1234,-37.08,-53.37
1235,-39.16,-54.33
1236,-39.39,-54.51
1237,-39.38,-54.63
1238,-39.37,-54.63
1239,-39.39,-54.51
1240,-39.39,-54.51
1241,-39.4,-54.81
1242,-39.37,-54.82
1243,-39.24,-54.97
1244,-39.19,-55
1245,-38.01,-54.11
1246,-37.87,-54.06
1247,-37.9,-54.18
1248,-37.89,-53.95
1249,-39.86,-54.89
1250,-39.82,-54.86
1251,-39.83,-54.94
1252,-39.86,-55.04
1253,-39.86,-55.07
1254,-37.87,-54.06
1255,-37.63,-53.68
1256,-37.62,-53.7
1257,-37.56,-53.61
1258,-37.63,-53.68
1259,-37.14,-53.6
1260,-37.16,-53.44
1261,-37.14,-53.59
1262,-37.14,-53.57
1263,-37.14,-53.53
1264,-37.25,-53.42
1265,-37.19,-53.43
1266,-37.95,-54.08
1267,-37.97,-54.1
1268,-37.98,-54.02
1269,-37.95,-55.07
1270,-37.88,-54.12
1271,-37.83,-54
1272,-37.88,-54.13
1273,-37.85,-54.02
1274,-37.83,-54.08
1275,-37.93,-54.08
1276,-37.9,-54.25
1277,-37.9,-54.25
1278,-37.8,-54.22
1279,-37.8,-54.17
1280,-37.82,-54.22
1281,-37.8,-54.18
1282,-37.62,-53.7
1283,-37.63,-53.68
1284,-37.58,-53.6
1285,-36.38,-52.87
1286,-36.38,-52.87
1287,-36.37,-52.78
1288,-36.32,-52.77
1289,-36.45,-52.87
1290,-36.75,-53.15
1291,-36.83,-53.17
1292,-36.7,-53.15
1293,-36.7,-53.28
1294,-36.68,-53.35
1295,-36.68,-53.37
1296,-37.87,-54.08
1297,-38,-54.08
1298,-37.87,-54.12
1299,-37.87,-54.12
1300,-39.32,-54.5
1301,-39.4,-54.5
1302,-39.4,-54.57
1303,-39.37,-54.63
1304,-39.3,-54.5
1305,-39.47,-54.82
1306,-39.43,-54.77
1307,-39.82,-54.87
1308,-39.9,-55.18
1309,-39.83,-55.18
1310,-39.13,-55.3
1311,-39.17,-54.32
1312,-39.2,-54.37
1313,-39.27,-54.35
1314,-39.18,-54.5
1315,-38,-54
1316,-37.92,-54.03
1317,-37.95,-54.12
1318,-37.98,-54.13
1319,-37.98,-54.02
1320,-37.95,-54.08
1321,-37.87,-54.02
1322,-37.98,-54.02
1323,-37.95,-54.07
1324,-37.9,-54.2
1325,-37.98,-54.04
1326,-37.95,-54.08
1327,-37.93,-54.15
1328,-37.9,-54.2
1329,-37.88,-54.2
1330,-37.98,-54
1331,-37.9,-54.07
1332,-37.95,-53.88
1333,-37.98,-53.87
1334,-37.15,-53.3
1335,-37.23,-53.35
1336,-37.22,-53.37
1337,-37.17,-53.43
1338,-37.23,-53.4
1339,-37.2,-53.38
1340,-37.17,-53.48
1341,-37.2,-53.48
1342,-37.25,-53.4
1343,-36.38,-52.87
1344,-36.4,-52.83
1345,-36.3,-52.75
1346,-37.95,-54.08
1347,-37.97,-54.1
1348,-37.98,-54
1349,-38.18,-54.43
1350,-38.18,-54.45
1351,-38.43,-54.77
1352,-38.63,-54.88
1353,-38.58,-54.92
1354,-38.68,-54.83
1355,-38.9,-54.62
1356,-39.5,-54.7
1357,-39.5,-54.73
1358,-39.65,-54.75
1359,-39.87,-54.88
1360,-39.82,-54.87
1361,-37.22,-53.35
1362,-37.97,-53.97
1363,-39.75,-55.52
1364,-39.78,-55.59
1365,-38.6,-54.79
1366,-38.63,-54.71
1367,-37.79,-54.39
1368,-37.82,-54.35
1369,-39.43,-54.93
1370,-39.33,-54.63
1371,-39.38,-54.5
1372,-39.95,-59.03
1373,-39.13,-54.3
1374,-37.98,-54.02
1375,-37.98,-54.1
1376,-37.88,-54.2
1377,-37.65,-53.6
1378,-37.58,-53.65
1379,-37.97,-54.02
1380,-39.95,-56.24
1381,-39.91,-56.38
1382,-39.8,-56.4
1383,-39.23,-54.77
1384,-39.42,-54.78
1385,-39.3,-54.83
1386,-39.33,-54.77
1387,-39.42,-56.33
1388,-39.38,-54.75
1389,-39.45,-54.8
1390,-39.42,-54.77
1391,-39.87,-54.88
1392,-39.82,-54.87
1393,-39.61,-56.38
1394,-39.4,-54.48
1395,-39.33,-54.65
1396,-39.48,-54.75
1397,-38.2,-54.45
1398,-38.2,-54.43
1399,-38.17,-54.42
1400,-38.13,-54.48
1401,-38.13,-54.45
1402,-39.99,-56.75
1403,-39.42,-54.78
1404,-39.3,-54.83
1405,-39.33,-54.77
1406,-36.53,-52.97
1407,-36.38,-52.85
1408,-36.38,-52.83
1409,-40,-56.77
1410,-39.38,-54.75
1411,-39.42,-54.78
1412,-36.52,-52.95
1413,-36.52,-52.98
1414,-36.38,-52.85
1415,-36.3,-52.75
1416,-36.52,-52.97
1417,-36.52,-52.97
1418,-36.37,-52.85
1419,-36.32,-52.93
1420,-36.45,-52.9
1421,-36.52,-52.97
1422,-36.73,-53.15
1423,-36.82,-53.27
1424,-37.15,-53.3
1425,-37.83,-53.3
1426,-37.95,-54.07
1427,-37.98,-54.02
1428,-37.98,-54.08
1429,-37.98,-54
1430,-38.8,-54.1
1431,-40,-56.65
1432,-38.83,-54.12
1433,-38.85,-54.12
1434,-39.13,-54.32
1435,-39.15,-54.32
1436,-39.2,-54.37
1437,-39.13,-54.3
1438,-39.3,-54.5
1439,-39.3,-54.48
1440,-39.22,-54.42
1441,-38.45,-55.37
1442,-39.97,-55.7
1443,-39.97,-55.68
1444,-39.98,-55.7
1445,-39.3,-54.48
1446,-39.3,-54.5
1447,-39.28,-54.53
1448,-39.22,-54.43
1449,-37.85,-54.08
1450,-37.88,-54.2
1451,-37.88,-54.12
1452,-37.88,-54.2
1453,-37.87,-54.2
1454,-37.98,-54
1455,-38,-54.1
1456,-37.95,-54.1
1457,-37.98,-53.97
1458,-37.98,-54.07
1459,-37.95,-54.07
1460,-37.98,-54
1461,-37.93,-54.1
1462,-37.98,-54.12
1463,-37.98,-54
1464,-37.93,-54.1
1465,-37.95,-54.07
1466,-37.97,-54.05
1467,-37.98,-54
1468,-37.95,-54.07
1469,-36.53,-52.95
1470,-36.52,-52.97
1471,-36.38,-52.87
1472,-39.82,-54.87
1473,-39.57,-54.77
1474,-39.47,-54.8
1475,-39.43,-54.77
1476,-39.37,-54.63
1477,-39.38,-54.5
1478,-39.82,-54.87
1479,-39.71,-57.13
1480,-39.84,-57.19
1481,-39.97,-57.24
1482,-39.61,-58.59
1483,-39.96,-57.09
1484,-39.89,-56.92
1485,-39.88,-57.3
1486,-39.73,-57.31
1487,-39.95,-57.01
1488,-39.87,-56.84
1489,-39.8,-56.68
1490,-39.84,-56.71
1491,-39.72,-56.58
1492,-39.59,-56.47
1493,-39.48,-54.82
1494,-39.19,-54.84
1495,-39.33,-54.86
1496,-39.34,-54.93
1497,-39.27,-54.91
1498,-39.78,-56.69
1499,-39.67,-56.57
1500,-39.55,-56.46
1501,-38.01,-54.1
1502,-37.86,-54.21
1503,-37.86,-54.21
1504,-37.85,-54.05
1505,-38.31,-56.37
1506,-39.43,-56.26
1507,-39.55,-56.16
1508,-37.58,-53.66
1509,-37.58,-53.7
1510,-37.57,-53.58
1511,-39.42,-56.28
1512,-39.31,-56.4
1513,-39.2,-56.5
1514,-39.7,-56.05
1515,-39.56,-56.01
1516,-39.41,-55.97
1517,-39.94,-56.22
1518,-39.8,-56.14
1519,-39.17,-54.32
1520,-39.17,-54.32
1521,-39.15,-54.32
1522,-39.12,-54.3
1523,-39.91,-56.18
1524,-39.77,-56.1
1525,-39.6,-55.37
1526,-39.63,-55.35
1527,-39.65,-55.33
1528,-39.65,-55.32
1529,-39.7,-55.3
1530,-39.7,-55.27
1531,-39.52,-55.45
1532,-39.5,-55.47
1533,-39.89,-56.21
1534,-39.76,-56.14
1535,-39.5,-55.48
1536,-39.45,-55.53
1537,-39.57,-55.55
1538,-39.53,-55.53
1539,-39.45,-55.57
1540,-39.45,-55.52
1541,-39.48,-55.5
1542,-39.97,-56.29
1543,-39.84,-56.2
1544,-39.7,-56.12
1545,-39.82,-55.2
1546,-39.85,-55.17
1547,-39.88,-55.17
1548,-39.83,-54.88
1549,-39.82,-54.52
1550,-39.75,-54.93
1551,-39.88,-56.26
1552,-39.75,-56.17
1553,-39.73,-54.78
1554,-39.68,-54.78
1555,-39.62,-54.7
1556,-39.72,-54.93
1557,-39.75,-54.92
1558,-39.75,-54.9
1559,-39.65,-54.92
1560,-40,-56.37
1561,-39.87,-56.27
1562,-39.74,-56.18
1563,-39.58,-54.88
1564,-39.72,-54.97
1565,-39.73,-54.95
1566,-40,-56.38
1567,-39.87,-56.29
1568,-39.73,-56.28
1569,-37.18,-53.67
1570,-37.13,-53.63
1571,-37.17,-53.65
1572,-37.17,-53.63
1573,-37.17,-53.62
1574,-37.17,-53.58
1575,-37.2,-53.45
1576,-36.56,-52.98
1577,-36.54,-53.02
1578,-36.39,-52.86
1579,-40,-56.39
1580,-39.87,-56.31
1581,-39.74,-56.22
1582,-36.82,-53.32
1583,-36.82,-53.32
1584,-36.82,-53.3
1585,-36.85,-53.3
1586,-36.82,-53.33
1587,-36.8,-53.35
1588,-37.57,-53.68
1589,-37.57,-53.66
1590,-39.87,-56.33
1591,-39.75,-56.24
1592,-36.82,-53.32
1593,-36.67,-53.27
1594,-39.82,-55.75
1595,-39.79,-55.7
1596,-39.81,-55.71
1597,-39.77,-55.74
1598,-39.76,-55.79
1599,-39.75,-55.8
1600,-39.76,-55.77
1601,-40,-56.42
1602,-39.6,-56.22
1603,-39.71,-56.23
1604,-39.81,-56.3
1605,-39.82,-56.33
1606,-39.72,-56.25
1607,-39.83,-56.35
1608,-39.74,-56.29
1609,-39.9,-56.39
1610,-39.79,-56.35
1611,-39.7,-56.29
1612,-39.37,-54.63
1613,-39.35,-54.61
1614,-39.36,-54.49
1615,-39.15,-54.3
1616,-39.34,-54.59
1617,-39.31,-54.41
1618,-39.36,-54.48
1619,-39.43,-54.66
1620,-39.43,-54.69
1621,-39.31,-54.44
1622,-39.36,-54.48
1623,-39.97,-56.99
1624,-37.96,-54.08
1625,-37.84,-54.02
1626,-39.25,-54.39
1627,-39.76,-56.72
1628,-39.69,-56.78
1629,-39.63,-56.66
1630,-39.31,-54.47
1631,-39.36,-54.5
1632,-39.37,-54.54
1633,-38.99,-55.76
1634,-38.87,-55.69
1635,-38.74,-55.61
1636,-38.49,-55.69
1637,-38.61,-55.73
1638,-38.72,-55.78
1639,-38.42,-55.81
1640,-38.28,-55.76
1641,-38.14,-55.7
1642,-39.89,-55.17
1643,-39.85,-55.17
1644,-39.83,-55.18
1645,-37.23,-53.5
1646,-37.16,-53.45
1647,-37.04,-53.41
1648,-37.23,-53.43
1649,-37.15,-53.48
1650,-37.18,-53.45
1651,-37.14,-53.41
1652,-37.17,-53.58
1653,-37.18,-53.53
1654,-37.18,-53.44
1655,-36.57,-52.93
1656,-37.12,-53.4
1657,-37.16,-53.55
1658,-37.18,-53.5
1659,-39.93,-57.48
1660,-39.6,-54.7
1661,-39.57,-54.87
1662,-39.82,-55.18
1663,-39.88,-55.2
1664,-37.13,-53.64
1665,-37.16,-53.55
1666,-37.13,-53.59
1667,-37.12,-53.61
1668,-37.13,-53.64
1669,-37.12,-53.66
1670,-37.11,-53.4
1671,-39.86,-57.38
1672,-39.96,-57.49
1673,-39.8,-54.87
1674,-39.82,-54.87
1675,-39.82,-55.2
1676,-39.78,-55.2
1677,-39.77,-55.23
1678,-37.13,-53.64
1679,-37.12,-53.68
1680,-37.14,-53.62
1681,-37.14,-53.62
1682,-39.86,-57.36
1683,-39.81,-57.2
1684,-39.76,-57.02
1685,-37.12,-53.7
1686,-37.14,-53.65
1687,-37.11,-53.71
1688,-39.66,-57.24
1689,-39.78,-57.26
1690,-39.91,-57.29
1691,-37.23,-53.43
1692,-39.94,-57.34
1693,-39.8,-57.31
1694,-39.48,-55.49
1695,-39.46,-55.51
1696,-39.46,-55.52
1697,-39.5,-55.53
1698,-39.44,-55.54
1699,-39.94,-57.36
1700,-37.84,-54.03
1701,-37.85,-54
1702,-37.84,-53.97
1703,-39.93,-57.37
1704,-37.12,-53.64
1705,-39.96,-57.41
1706,-39.74,-55.8
1707,-39.75,-55.8
1708,-39.75,-55.79
1709,-39.87,-57.41
1710,-39.96,-57.45
1711,-39.95,-57.47
1712,-39.96,-57.49
1713,-39.95,-57.51
1714,-39.89,-57.53
1715,-39.95,-57.56
1716,-40,-57.68
1717,-39.67,-56.51
1718,-39.55,-56.44
1719,-39.45,-56.38
1720,-39.67,-56.49
1721,-39.79,-56.54
1722,-39.93,-56.6
1723,-39.67,-56.31
1724,-37.95,-54.08
1725,-38.68,-54.02
1726,-38.82,-54.1
1727,-38.8,-54.08
1728,-39.81,-56.34
1729,-39.94,-56.36
1730,-39.94,-56.37
1731,-39.79,-56.37
1732,-39.92,-56.45
1733,-39.78,-56.45
1734,-39.96,-56.45
1735,-39.91,-56.49
1736,-39.77,-56.49
1737,-40,-56.54
1738,-36.95,-53.35
1739,-36.95,-53.33
1740,-36.8,-53.3
1741,-36.52,-52.97
1742,-36.38,-52.85
1743,-39.94,-56.67
1744,-36.83,-53.3
1745,-36.52,-52.97
1746,-36.53,-52.95
1747,-36.38,-52.83
1748,-36.8,-53.3
1749,-39.96,-56.89
1750,-39.86,-56.75
1751,-36.57,-52.92
1752,-36.38,-52.83
1753,-36.3,-52.78
1754,-39.95,-56.91
1755,-39.85,-56.75
1756,-36.55,-52.93
1757,-36.55,-52.9
1758,-36.38,-52.83
1759,-36.38,-52.87
1760,-37.14,-53.58
1761,-37.13,-53.65
1762,-37.22,-53.45
1763,-37.13,-53.68
1764,-37.11,-53.71
1765,-39.97,-56.97
1766,-39.87,-56.84
1767,-36.6,-52.97
1768,-36.52,-52.97
1769,-37.22,-53.46
1770,-37.1,-53.73
1771,-37.11,-53.76
1772,-36.38,-52.83
1773,-36.3,-52.73
1774,-36.53,-52.93
1775,-37.22,-53.42
1776,-37.19,-53.43
1777,-37.1,-53.74
1778,-37.12,-53.7
1779,-38.74,-58.17
1780,-39.7,-57.74
1781,-39.73,-57.62
1782,-39.67,-57.49
1783,-36.4,-52.8
1784,-36.38,-52.83
1785,-36.65,-53.25
1786,-36.63,-53.32
1787,-36.8,-53.3
1788,-37.15,-53.43
1789,-37.19,-53.44
1790,-37.16,-53.57
1791,-37.14,-53.54
1792,-37.16,-53.41
1793,-39.98,-57.56
1794,-39.9,-57.56
1795,-36.65,-53.23
1796,-37.18,-53.44
1797,-37.15,-53.62
1798,-37.14,-53.52
1799,-37.18,-53.4
1800,-36.67,-53.33
1801,-36.67,-53.37
1802,-36.65,-53.38
1803,-36.65,-53.4
1804,-37.26,-53.4
1805,-37.22,-53.36
1806,-37.12,-53.42
1807,-37.13,-53.38
1808,-36.63,-53.37
1809,-36.62,-53.4
1810,-36.6,-53.4
1811,-36.65,-53.32
1812,-36.65,-53.35
1813,-37.19,-53.43
1814,-37.22,-53.42
1815,-37.07,-53.36
1816,-37.16,-53.48
1817,-36.62,-53.35
1818,-37.04,-53.38
1819,-37.09,-53.35
1820,-36.97,-53.37
1821,-36.97,-53.34
1822,-37.6,-53.63
1823,-37.85,-54.02
1824,-37.86,-53.97
1825,-37.85,-54.05
1826,-37.96,-54.08
1827,-37.96,-54.09
1828,-37.86,-54.15
1829,-37.87,-54.06
1830,-37.87,-53.89
1831,-39.97,-56.54
1832,-39.82,-56.49
1833,-39.69,-56.44
1834,-40,-56.69
1835,-39.78,-58.59
1836,-39.96,-58.61
1837,-39.77,-58.65
1838,-39.79,-57.37
1839,-38.55,-57.66
1840,-38.61,-57.81
1841,-38.67,-57.96
1842,-38.61,-57.72
1843,-38.54,-57.58
1844,-38.46,-57.42
1845,-39.57,-58.67
1846,-38.52,-57.57
1847,-38.44,-57.42
1848,-39.98,-58.97
1849,-38.36,-57.25
1850,-38.26,-57.12
1851,-38.18,-57
1852,-38.08,-56.81
1853,-37.98,-56.68
1854,-37.86,-56.59
1855,-39.96,-59.08
1856,-38.02,-56.74
1857,-37.9,-56.64
1858,-37.79,-56.55
1859,-37.68,-56.44
1860,-37.78,-56.56
1861,-37.9,-56.66
1862,-37.61,-56.39
1863,-37.72,-56.5
1864,-37.83,-56.61
1865,-37.48,-56.25
1866,-37.59,-56.38
1867,-37.7,-56.49
1868,-37.49,-56.28
1869,-37.6,-56.39
1870,-37.7,-56.51
1871,-39.72,-58.84
1872,-39.7,-58.92
1873,-37.49,-56.29
1874,-37.6,-56.41
1875,-37.71,-56.53
1876,-37.42,-56.2
1877,-37.5,-56.33
1878,-37.61,-56.44
1879,-37.41,-56.21
1880,-37.5,-56.34
1881,-37.6,-56.45
1882,-37.71,-56.57
1883,-37.6,-56.45
1884,-37.49,-56.33
1885,-37.72,-56.58
1886,-37.59,-56.46
1887,-37.48,-56.34
1888,-37.47,-56.28
1889,-37.48,-56.3
1890,-37.72,-56.55
1891,-37.83,-56.65
1892,-37.95,-56.73
1893,-38.3,-57.07
1894,-38.18,-56.93
1895,-38.08,-56.79
1896,-38.26,-57.08
1897,-38.36,-57.23
1898,-38.45,-57.36
1899,-38.6,-57.66
1900,-38.52,-57.49
1901,-38.43,-57.35
1902,-39.57,-58.74
1903,-39.46,-58.62
1904,-39.59,-58.78
1905,-38.59,-57.66
1906,-38.52,-57.51
1907,-38.43,-57.37
1908,-39.54,-58.8
1909,-39.51,-58.53
1910,-39.51,-58.82
1911,-39.48,-58.56
1912,-38.55,-57.66
1913,-38.61,-57.82
1914,-38.68,-57.98
1915,-39.52,-58.59
1916,-39.49,-58.85
1917,-39.48,-58.58
1918,-39.51,-58.9
1919,-38.48,-57.5
1920,-38.56,-57.66
1921,-38.64,-57.81
1922,-39.51,-58.61
1923,-39.52,-58.95
1924,-39.66,-58.87
1925,-39.58,-59.17
1926,-38.43,-57.43
1927,-38.52,-57.58
1928,-38.6,-57.73
1929,-39.59,-59.18
1930,-39.76,-59.15
1931,-39.51,-59.17
1932,-39.71,-59.13
1933,-38.61,-57.66
1934,-38.53,-57.5
1935,-38.44,-57.36
1936,-39.75,-59.23
1937,-39.96,-59.19
1938,-39.75,-59.17
1939,-39.97,-59.11
1940,-38.6,-57.7
1941,-38.69,-57.85
1942,-38.75,-58.01
1943,-38.83,-58.22
1944,-38.78,-58.05
1945,-38.72,-57.89
1946,-38.88,-58.29
1947,-38.79,-58.14
1948,-38.73,-57.97
1949,-39.82,-59.02
1950,-39.59,-58.79
1951,-39.76,-58.98
1952,-39.99,-58.99
1953,-39.09,-58.55
1954,-38.99,-58.43
1955,-38.88,-58.29
1956,-39.01,-58.47
1957,-38.9,-58.34
1958,-38.8,-58.22
1959,-39.03,-58.45
1960,-38.92,-58.33
1961,-38.83,-58.18
1962,-38.9,-58.36
1963,-38.77,-58.23
1964,-38.86,-58.18
1965,-38.9,-58.39
1966,-38.78,-58.27
1967,-38.87,-58.42
1968,-38.96,-58.62
1969,-38.88,-58.47
1970,-38.79,-58.33
1971,-38.87,-58.49
1972,-38.96,-58.64
1973,-39.06,-58.76
1974,-37.71,-56.55
1975,-37.84,-56.66
1976,-37.63,-56.74
1977,-37.72,-56.54
1978,-37.84,-56.65
1979,-37.97,-56.82
1980,-38.07,-56.84
1981,-38.17,-56.86
1982,-38.26,-57.1
1983,-38.38,-57.24
1984,-38.18,-57.1
1985,-38.19,-56.97
1986,-39.03,-55.67
1987,-39.17,-55.87
1988,-39.33,-55.98
1989,-39.22,-55.92
1990,-38.41,-57.19
1991,-38.49,-57.41
1992,-38.57,-57.54
1993,-39.38,-55.87
1994,-39.27,-55.78
1995,-39.43,-55.93
1996,-38.5,-57.4
1997,-38.6,-57.59
1998,-39.5,-55.9
1999,-39.3,-55.82
2000,-39.47,-55.92
2001,-39.28,-55.82
2002,-38.4,-57.29
2003,-38.49,-57.43
2004,-38.57,-57.58
2005,-38.35,-56.7
2006,-38.62,-56.83
2007,-38.9,-57
2008,-37.88,-56.62
2009,-38.02,-56.72
2010,-38.12,-56.84
2011,-39.52,-55.95
2012,-39.07,-55.77
2013,-39,-55.63
2014,-39.3,-55.83
2015,-38.21,-56.98
2016,-38.11,-56.83
2017,-37.98,-56.72
2018,-39.5,-55.9
2019,-39.28,-55.78
2020,-39.05,-55.67
2021,-39,-55.65
2022,-38.2,-56.94
2023,-38.1,-56.78
2024,-38.98,-56.68
2025,-39.53,-55.88
2026,-39.28,-55.77
2027,-39.05,-55.65
2028,-39,-55.82
2029,-37.77,-56.51
2030,-38,-56.74
2031,-37.87,-56.63
2032,-39.35,-55.82
2033,-39.12,-55.7
2034,-39.02,-55.67
2035,-39.08,-55.65
2036,-37.94,-56.76
2037,-37.87,-56.66
2038,-37.76,-56.52
2039,-37.83,-56.2
2040,-37.93,-56.35
2041,-37.75,-56.22
2042,-37.6,-56.02
2043,-37.64,-56.43
2044,-37.53,-56.29
2045,-37.43,-56.17
2046,-37.18,-55.25
2047,-37.23,-55.52
2048,-37.4,-55.7
2049,-37.23,-55.52
2050,-37.31,-56.12
2051,-37.42,-56.21
2052,-37.54,-56.31
2053,-37.18,-55.5
2054,-37.32,-55.67
2055,-37.87,-56.61
2056,-37.76,-56.49
2057,-37.64,-56.38
2058,-37.52,-55.87
2059,-37.27,-55.77
2060,-38.83,-55.67
2061,-38.62,-55.55
2062,-37.83,-56.64
2063,-37.71,-56.52
2064,-37.59,-56.41
2065,-37.18,-55.5
2066,-37.28,-55.6
2067,-37.32,-55.68
2068,-37.79,-56.58
2069,-37.66,-56.5
2070,-37.55,-56.38
2071,-37.33,-55.7
2072,-37.32,-55.7
2073,-37.43,-55.87
2074,-37.67,-55.78
2075,-37.8,-56.58
2076,-37.67,-56.47
2077,-37.56,-56.36
2078,-37.76,-56.58
2079,-37.62,-56.48
2080,-37.51,-56.36
2081,-37.75,-56.59
2082,-37.63,-56.5
2083,-37.51,-56.4
2084,-38.07,-56.81
2085,-38.18,-56.96
2086,-38.27,-56.1
2087,-38.61,-57.76
2088,-38.68,-57.9
2089,-38.76,-57.08
2090,-38.77,-57.09
2091,-38.62,-57.76
2092,-38.7,-57.92
2093,-38.6,-57.73
2094,-38.69,-57.88
2095,-38.76,-57.03
2096,-38.7,-57.86
2097,-38.61,-57.8
2098,-38.52,-57.58
2099,-38.71,-57.89
2100,-38.63,-57.72
2101,-38.54,-57.58
2102,-38.68,-57.94
2103,-38.61,-57.78
2104,-38.53,-57.62
2105,-38.54,-57.55
2106,-38.62,-57.69
2107,-38.7,-57.84
2108,-37.85,-54.05
2109,-37.85,-54.02
2110,-37.96,-54.07
2111,-38.72,-57.85
2112,-38.78,-57.02
2113,-38.79,-57.21
2114,-37.13,-53.65
2115,-37.13,-53.59
2116,-37.17,-53.61
2117,-38.59,-57.78
2118,-38.52,-57.62
2119,-38.45,-57.46
2120,-37.08,-53.56
2121,-37.13,-53.41
2122,-36.56,-52.98
2123,-36.54,-53
2124,-38.47,-57.39
2125,-38.38,-57.23
2126,-38.3,-57.08
2127,-36.39,-52.85
2128,-36.35,-52.81
2129,-36.39,-52.83
2130,-36.39,-52.85
2131,-36.51,-52.9
2132,-38.47,-57.36
2133,-38.37,-57.23
2134,-38.44,-57.38
2135,-36.4,-52.83
2136,-36.67,-53.27
2137,-36.64,-53.34
2138,-36.64,-53.87
2139,-38.37,-57.19
2140,-38.46,-57.33
2141,-38.53,-57.5
2142,-36.64,-53.34
2143,-36.64,-53.36
2144,-36.56,-52.94
2145,-36.81,-53.3
2146,-36.65,-52.33
2147,-36.4,-52.84
2148,-36.56,-52.97
2149,-36.55,-52.99
2150,-36.39,-52.85
2151,-36.82,-53.3
2152,-36.96,-53.37
2153,-37.23,-53.45
2154,-37.18,-52.54
2155,-37.57,-53.58
2156,-37.57,-53.68
2157,-38.18,-54.45
2158,-38.3,-54.49
2159,-37.83,-54.52
2160,-37.12,-53.69
2161,-37.29,-53.43
2162,-37.17,-53.45
2163,-37.19,-53.66
2164,-37.13,-53.71
2165,-36.65,-53.32
2166,-36.64,-53.34
2167,-36.64,-53.37
2168,-36.32,-52.78
2169,-36.39,-52.83
2170,-36.39,-52.86
2171,-36.54,-52.99
2172,-36.63,-53.36
2173,-36.63,-53.35
2174,-36.42,-53.4
2175,-38.6,-54.76
2176,-38.76,-54.87
2177,-38.49,-54.64
2178,-37.97,-54.09
2179,-37.98,-54.05
2180,-37.15,-53.76
2181,-37.14,-53.8
2182,-37.09,-53.85
2183,-36.81,-53.32
2184,-37.58,-53.68
2185,-38.58,-54.87
2186,-38.56,-54.9
2187,-38.63,-54.98
2188,-37.66,-54.98
2189,-38.68,-54.71
2190,-38.7,-54.78
2191,-38.45,-57.5
2192,-38.94,-58.31
2193,-39,-58.47
2194,-39.06,-58.62
2195,-39.13,-58.81
2196,-39.22,-58.97
2197,-39.29,-59.13
2198,-39.1,-58.7
2199,-39.16,-58.86
2200,-39.23,-59.02
2201,-39.01,-58.35
2202,-39.08,-58.52
2203,-39.14,-58.69
2204,-39.05,-58.64
2205,-39.12,-58.8
2206,-39.17,-58.97
2207,-39.13,-58.83
2208,-39.05,-58.65
2209,-38.97,-58.52
2210,-39.06,-58.72
2211,-39.01,-58.6
2212,-38.94,-58.48
2213,-39.24,-59.15
2214,-39.32,-59.32
2215,-39.39,-59.47
2216,-39.4,-59.49
2217,-39.38,-59.48
2218,-39.5,-59.38
2219,-39.5,-59.37
2220,-39.56,-59.38
2221,-39.69,-59.45
2222,-39.5,-59.25
2223,-39.62,-59.35
2224,-39.73,-59.47
2225,-39.23,-59.02
2226,-39.16,-58.84
2227,-39.09,-58.67
2228,-39.25,-59.09
2229,-39.17,-58.92
2230,-39.11,-58.75
2231,-39.31,-59.31
2232,-39.3,-59.13
2233,-39.2,-59.01
2234,-39.28,-59.17
2235,-39.29,-59.35
2236,-39.19,-58.91
2237,-39.26,-59.08
2238,-39.29,-59.27
2239,-39.11,-58.71
2240,-39.18,-58.86
